area,price,building_status,number_facades,number_bedrooms,kitchen_equipped,furnished,open_fire,zip_code,land_surface,terrace,terrace_surface,swimming_pool,property_type,subtype_property,garden,garden_surface,province,Zone,zone_num,price_per_m2,subtype
113.0,195000.0,good,3.0,3.0,semi equipped,,,7860,515.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1725.6637168141592,1
199.0,40000.0,,4.0,3.0,installed,,1.0,2990,515.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,201.00502512562815,1
192.0,411417.0,,3.0,4.0,not installed,,,6700,364.0,0,0,,house,house,0,0,Luxembourg,Wallonia_zone,2,2142.796875,1
112.0,364000.0,,3.0,3.0,,,,9960,376.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,3250.0,1
81.0,139000.0,to renovate,3.0,2.0,semi equipped,,,4557,443.0,0,0,,house,country,1,350,Liege,Wallonia_zone,2,1716.0493827160494,7
155.0,155000.0,to renovate,3.0,3.0,semi equipped,,,7880,320.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1000.0,1
138.0,299000.0,good,2.0,3.0,installed,,1.0,4122,333.0,1,25,,house,house,1,125,Liege,Wallonia_zone,2,2166.6666666666665,1
155.0,332100.0,,2.0,3.0,installed,,,9120,265.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2142.5806451612902,1
300.0,180000.0,to restore,3.0,6.0,not installed,,,4540,456.0,0,0,,house,apartment,1,283,Liege,Wallonia_zone,2,600.0,3
395.0,560000.0,good,4.0,4.0,hyper equipped,,,9500,1775.0,1,21,,house,house,0,0,East Flanders,Flanders_zone,3,1417.7215189873418,1
130.0,159500.0,good,2.0,3.0,installed,,,4020,50.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,1226.923076923077,1
180.0,235000.0,as new,2.0,4.0,,,,1480,524.0,1,25,,house,villa,1,424,Walloon Brabant,Wallonia_zone,2,1305.5555555555557,2
290.0,360000.0,,,5.0,semi equipped,,,7863,1253.0,0,0,,house,mixed,0,0,Hainaut,Wallonia_zone,2,1241.3793103448277,4
186.0,400561.0,as new,3.0,3.0,,,,9860,282.0,0,0,,house,house,1,183,East Flanders,Flanders_zone,3,2153.55376344086,1
150.0,315000.0,as new,3.0,3.0,installed,,,9600,459.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2100.0,1
126.0,281260.0,,3.0,3.0,,,,8460,330.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2232.222222222222,1
225.0,795000.0,as new,4.0,3.0,usa hyper equipped,,,1325,3630.0,0,0,,house,exceptiona,1,3630,Walloon Brabant,Wallonia_zone,2,3533.3333333333335,0
129.0,238000.0,,,4.0,,,,8800,137.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1844.9612403100775,1
214.0,285000.0,as new,,3.0,,,,9940,577.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1331.7757009345794,1
85.0,180000.0,to renovate,2.0,2.0,not installed,,,1300,130.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2117.6470588235293,1
380.0,445000.0,,3.0,7.0,,,,6690,2338.0,0,0,,house,apartment,0,0,Luxembourg,Wallonia_zone,2,1171.0526315789473,3
236.0,295000.0,to be done up,4.0,5.0,usa semi equipped,,,4690,1250.0,1,31,,house,bungalow,1,1000,Liege,Wallonia_zone,2,1250.0,9
600.0,2950000.0,as new,4.0,5.0,installed,,1.0,1640,2105.0,0,0,True,house,villa,0,0,Flemish Brabant,Flanders_zone,3,4916.666666666667,2
104.0,329000.0,,3.0,3.0,,,,9660,441.0,1,22,,house,house,0,0,East Flanders,Flanders_zone,3,3163.4615384615386,1
285.0,349000.0,good,3.0,3.0,hyper equipped,,,9340,125.0,1,35,,house,house,0,0,East Flanders,Flanders_zone,3,1224.561403508772,1
217.0,595000.0,as new,4.0,3.0,installed,,1.0,1700,810.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2741.935483870968,1
180.0,382227.0,,3.0,3.0,,,,8530,435.0,1,29,,house,house,0,0,West Flanders,Flanders_zone,3,2123.483333333333,1
150.0,249000.0,to be done up,3.0,3.0,installed,,1.0,9800,477.0,1,54,,house,house,1,160,East Flanders,Flanders_zone,3,1660.0,1
210.0,398000.0,to be done up,2.0,4.0,installed,yes,,9000,135.0,1,20,,house,house,1,40,East Flanders,Flanders_zone,3,1895.2380952380952,1
115.0,119500.0,good,3.0,2.0,installed,,,7012,190.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1039.1304347826087,1
175.0,389000.0,as new,3.0,4.0,hyper equipped,,,2460,330.0,1,6,,house,house,1,160,Antwerp,Flanders_zone,3,2222.8571428571427,1
375.0,850000.0,good,4.0,4.0,hyper equipped,,1.0,1370,7474.0,1,30,,house,house,1,7474,Walloon Brabant,Wallonia_zone,2,2266.6666666666665,1
172.0,337506.0,,3.0,3.0,,,,8930,603.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1962.2441860465117,1
158.0,309000.0,as new,3.0,3.0,usa hyper equipped,,,1360,250.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,1955.6962025316457,1
380.0,1350000.0,as new,2.0,7.0,installed,,,1000,190.0,1,5,,house,apartment,1,90,Brussel-Capital,Brussels_zone,1,3552.6315789473683,3
153.0,350000.0,good,4.0,4.0,installed,,1.0,1457,732.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2287.581699346405,1
114.0,247964.0,,3.0,3.0,,,,8790,346.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2175.122807017544,1
127.0,284000.0,,2.0,3.0,semi equipped,,,3620,128.0,1,15,,house,house,1,64,Limburg,Flanders_zone,3,2236.220472440945,1
175.0,379500.0,,3.0,4.0,hyper equipped,,,8500,334.0,0,0,,house,house,1,122,West Flanders,Flanders_zone,3,2168.5714285714284,1
190.0,365000.0,good,2.0,3.0,hyper equipped,,,3500,195.0,0,0,,house,mansion,0,0,Limburg,Flanders_zone,3,1921.0526315789473,6
140.0,299000.0,as new,3.0,3.0,,,,4020,250.0,1,8,,house,house,0,0,Liege,Wallonia_zone,2,2135.714285714286,1
395.0,425000.0,just renovated,4.0,5.0,hyper equipped,,,2275,898.0,1,70,,house,house,0,0,Antwerp,Flanders_zone,3,1075.9493670886077,1
115.0,240500.0,,2.0,3.0,,,,7812,312.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,2091.304347826087,1
311.0,1250000.0,,4.0,4.0,installed,,,2630,3096.0,1,60,True,house,villa,1,2000,Antwerp,Flanders_zone,3,4019.292604501608,2
250.0,335000.0,good,2.0,3.0,,,,8790,312.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1340.0,1
156.0,110000.0,to renovate,3.0,3.0,not installed,,,7822,400.0,0,0,,house,house,1,400,Hainaut,Wallonia_zone,2,705.1282051282051,1
160.0,395000.0,,2.0,3.0,hyper equipped,,,1700,190.0,1,13,,house,town,1,120,Flemish Brabant,Flanders_zone,3,2468.75,8
130.0,319000.0,just renovated,4.0,3.0,installed,,1.0,4520,687.0,1,40,,house,house,1,330,Liege,Wallonia_zone,2,2453.846153846154,1
151.0,205000.0,,,3.0,not installed,,1.0,6200,625.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1357.6158940397352,1
215.0,790000.0,,2.0,5.0,installed,,,1200,177.0,1,6,,house,house,1,100,Brussel-Capital,Brussels_zone,1,3674.4186046511627,1
163.0,258899.0,,2.0,3.0,,,,8470,164.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1588.3374233128834,1
264.0,775000.0,good,2.0,5.0,hyper equipped,,,1000,98.0,1,20,,house,house,1,20,Brussel-Capital,Brussels_zone,1,2935.6060606060605,1
